,KE0 0,KE0 1,KE0 10,KE0 11,KE0 12,KE0 2,KE0 3,KE0 4,KE0 5,KE0 6,KE0 7,KE0 8,KE0 9,KE1 0,KE2 0
77,-137.0311634066737,-7.936306722849401,-26.731963230411765,74.26763313307194,-29.49110839142289,50.76223939115985,-77.63277527919128,346.2042203812207,-29.277499125903233,-12.846022038917468,3.5608968394275107,-99.49841066795426,-54.349740849742126,2.0549464352370705e-09,1.6278391967716743e-09
78,-122.40718264194949,-46.987581206075575,-24.15926710558902,69.4378535052222,-26.549561908110302,69.27708395742073,-69.5985063735185,320.64311905869283,-16.54426309477417,-9.160047230464663,-7.526665962912545,-87.44611914085432,-48.97886183489718,5.463789420900866e-10,7.924825240479549e-10
79,-101.07470019149373,-41.474993820056845,-19.821410224408517,53.483763912029076,-21.861924352930135,194.1926264878222,-57.14120923279286,118.14693246973502,-1.6722777455749631,-7.5052905156366005,-6.381159066810691,-68.41996868724654,-40.47038901383253,8.41453129396541e-10,4.197815428597096e-10
80,-98.3762974386235,-42.81609966363431,-19.334860207916616,44.830234194985835,-21.28919520744388,218.91544850594357,-55.80769227910978,102.98775453428809,-8.889340813800366,-9.074467767147038,-7.147808159421834,-66.41881180958332,-37.578863871049286,-2.4988366931211203e-10,8.368488124688156e-10
81,-116.74159438433247,-51.36326098258514,-22.78400176893955,67.05291894405039,-25.12045522636961,120.33088965113035,-66.010078607575,254.46367646122604,-19.62024661895633,-11.04000279163744,-2.2160815899581547,-82.36061963120375,-44.59114343547554,4.0120085031958297e-10,1.163854790320329e-09
82,-125.33542995958781,-46.993114418159735,-21.56214550254498,77.18530292414599,-24.20907199846748,111.19336497037895,-66.2206068178917,146.16241272369172,-2.173275564156139,-6.598888608969814,92.30602500746697,-89.12635985711941,-44.6282128492142,1.6680132830515504e-09,4.007961518226466e-09
83,-121.49480218778714,-40.661597900203056,-19.706664942461497,23.014852039227467,-22.000335760682702,148.0529180304899,-60.55388196975899,69.70819774389639,8.162410551184129,-1.9555323023598254,144.3218777872933,-84.818169627535,-42.06927141227867,2.3241000235429965e-09,3.980170859563259e-09
84,-123.7575637994557,-45.89803816630383,-21.469799975548405,76.38957456444625,-23.80933275981702,119.50227403971469,-64.40409645090882,129.7589021642085,-6.8370640538455865,-6.128778883587029,98.65244939898885,-87.03120016094725,-44.96732586338986,2.108663466060534e-09,3.9540992702313815e-09
85,-131.5474442268014,-25.00296428455839,-26.91248345683186,75.42362276957194,-29.473995577255355,60.742370542323144,-77.66433172888088,344.20635357459804,-28.309934046619077,-13.205583281743497,5.506294104430898,-99.50688381113386,-54.25502054351088,2.0647235032811295e-09,1.5459349356206076e-09
86,-122.34841163134747,-46.73613755600995,-24.204310691421586,67.77053575627271,-26.392110305662452,80.80194904838032,-69.53198764521869,303.0588190929134,-13.38906609840509,-8.837624492851802,-4.887434749392277,-86.70783972462212,-48.596380979153984,8.869278644851875e-10,1.615113376374211e-09
87,-97.76693355975853,-39.99934207105445,-19.187522778009356,32.34063851346166,-21.08049108889769,221.374555591935,-55.18752327518893,92.34644470874179,1.4541913440973593,-6.5301422101226985,-3.8863527648812357,-64.9760273339214,-38.901495057027674,-6.536993168992922e-12,7.915446076367516e-10
88,-95.42351894928893,-41.18746137247407,-18.716469962815562,18.692610327628095,-20.64569855026839,247.5810191855242,-54.05227225497205,82.6222666513409,-5.587197698210677,-8.809171586866718,-3.9388123853504373,-64.56672504765864,-35.968568336119596,9.87427029031096e-10,1.6171100014616968e-09
89,-113.17675775146807,-48.78861311878303,-21.970414363046423,66.12750555722171,-24.34903517787821,155.34133844589428,-63.97656315426831,194.3087912198928,-11.753078744096964,-10.714959528881018,1.5779133940061663,-80.00376986678802,-42.62235688750041,7.912603905424476e-11,2.4031372447552712e-09
