,39+3
624,38.47640322799156
625,39.151549894671774
626,5.0796935882113186
627,-10.511487231251829
628,6.309168038759638
629,59.80870120848353
630,57.828893898206736
631,46.64464404739278
632,37.063044189553
633,38.62027266509688
634,5.632349847539056
635,-12.166907454451307
636,-15.13819142270646
637,35.70394031056057
638,37.70249910968029
639,31.985006839898944
640,30.605094549505157
641,33.585914616347026
642,-14.789882069490208
643,-36.06060079541187
644,-18.12380304986658
645,34.4546653641263
646,33.135442354257705
647,32.72089613261346
648,36.37331181051717
649,42.76518392604783
650,-11.665429508118203
651,-23.922415516667186
652,-2.163830308260788
653,49.727074510296674
654,43.3037237090572
655,35.94285322438853
656,32.2784229146941
657,33.68643429602953
658,-23.037343712622405
659,-33.081203051638944
660,-13.026614432986339
661,40.87667647897763
662,33.34706806409635
663,17.899406481842995
664,20.756280879147706
665,22.412480623094037
666,-20.14132683519865
667,-29.216629380733938
668,-2.1842401334514365
669,45.75835800456495
670,36.87645812171755
671,23.171971408052922
672,23.744642912483172
673,32.50912337740966
674,4.096940377080806
675,-9.06692111976666
676,3.154050574393189
677,51.929355943927526
678,47.24798935315448
679,39.73467054456012
680,43.55564687137717
681,49.34705216665347
682,6.180947161522304
683,-13.82939255839161
684,5.82261498757827
685,56.02332133690454
686,48.57373319408842
687,37.915661665138465
688,39.635051349158566
689,42.69141086097094
690,29.588112916539153
691,4.693401382565395
692,20.69076904837836
693,60.73176251345895
694,56.40299148929174
695,43.64964161557356
696,41.3912141550685
697,48.5535701643405
698,21.326133374769014
699,-4.21520679155124
700,13.277577559789846
701,54.92877124327084
702,46.54907828999045
703,39.350908074335436
704,42.93269309424769
705,47.656026992969615
706,1.069283922315667
707,-12.761268117537808
708,6.99763920173595
709,53.486801610125426
710,34.936890272202575
711,20.39629495367342
712,20.467490234898083
713,38.5493382945518
714,13.90229536401566
715,1.764547259912638
716,19.18983640414787
717,66.20477953531548
718,60.278857288725916
719,47.463029821973166
720,45.36951645763147
721,53.49089948716636
722,29.70394849679209
723,5.576602660838515
724,17.188311979170425
725,55.170100715327564
726,45.22216945483853
727,39.36471416304027
728,44.4731109489607
729,49.74655365167758
730,15.105324124877802
731,-5.4217407025475355
732,11.419289871676115
733,52.85596886063026
734,43.54221676728467
735,31.177529464369872
736,28.203703242938623
737,32.0533622027448
738,-21.62678193005308
739,-29.537744482849714
740,-9.509071060108807
741,36.73421272706422
742,34.91134734631229
743,31.20539869971665
744,35.471273094962974
745,42.529515768438735
746,-3.4184283988961
747,-16.967753356169652
748,5.724350167361308
749,47.67224309914615
750,49.36396906400253
751,41.91130231575498
752,43.11129564539178
753,47.161322961919225
754,3.334474186390948
755,-14.880082540877364
756,10.851616760037544
757,52.09227209426764
758,43.653689481482324
759,30.26912284376093
760,27.305823183572038
761,34.9459035358118
762,5.266417616920739
763,-8.948536213113762
764,10.364045920050065
765,59.11296897415568
766,40.17624848310906
767,32.465140460857576
768,37.408383868860824
769,48.17097388510422
770,15.361926602634771
771,-7.639910909042758
772,13.718545984662686
773,67.55912326331766
774,62.74895913271112
775,38.54297710251161
776,40.94977749312863
777,51.480309035409014
778,16.875099183128967
779,-7.4523730178058925
780,10.463945485770472
781,63.28466089146887
782,56.74766823947901
783,45.18170397511665
784,41.835152481182625
785,48.70445584873071
786,9.86121582342014
787,-11.60017504371218
788,8.637805242611925
789,58.081553763674734
790,50.19403153386772
791,42.87649369552646
792,44.531579502499405
793,51.94801597751986
