,KE0 0 battery charger,KE0 1 battery charger,KE0 2 battery charger,KE0 3 battery charger,KE0 4 battery charger,KE0 5 battery charger,KE0 6 battery charger,KE0 7 battery charger,KE0 8 battery charger,KE1 0 battery charger,KE0 0 battery discharger,KE0 1 battery discharger,KE0 2 battery discharger,KE0 3 battery discharger,KE0 4 battery discharger,KE0 5 battery discharger,KE0 6 battery discharger,KE0 7 battery discharger,KE0 8 battery discharger,KE1 0 battery discharger
1651,-1.1010150619454652e-09,-1.1026324756930189e-09,-1.1033833189616516e-09,-1.092604891566911e-09,-1.1036489982378219e-09,-1.1032973514773831e-09,-1.1061156876729204e-09,-1.102511808853316e-09,-1.1051839743226015e-09,-103.17953024792416,-1.2122521748902835e-09,-1.2101291025950064e-09,-1.208722732669059e-09,-1.2219848114558822e-09,-1.209459613421058e-09,-1.210646062498961e-09,-1.205388973778878e-09,-1.2106110425384826e-09,-1.2077269293401716e-09,-5.553094580945337e-11
1652,-1.1048309460367331e-09,-1.1064259557321228e-09,-1.1076047063200388e-09,-1.0974847462594858e-09,-1.1072407904368525e-09,-1.1059185704089576e-09,-1.110206170087985e-09,-1.1063920020656323e-09,-1.1077648672005785e-09,-38.58198455892726,-1.2048712931679733e-09,-1.2025407550363858e-09,-1.2013138040488827e-09,-1.2140529967070516e-09,-1.2020494771139912e-09,-1.2037214366026638e-09,-1.1980605902178056e-09,-1.2029706694407838e-09,-1.2009837478854696e-09,-7.064120029670633e-10
1653,-4.455789448062333e-11,-4.456155695408931e-11,-4.456432514571697e-11,-4.4541342684151463e-11,-4.456330402504312e-11,-4.4560362584206584e-11,-4.457018812441095e-11,-4.456140350809936e-11,-4.456461831370899e-11,-6.781555243322341e-10,-2.9624248425586978e-09,-2.9621466560257518e-09,-2.9622556684864303e-09,-2.9628366177465655e-09,-2.9624128491869232e-09,-2.9624792982759894e-09,-2.962124674412257e-09,-2.9623722713982805e-09,-2.9621417355436746e-09,-60.86156330800619
1654,-1.104786488409989e-09,-1.1063783201497576e-09,-1.1076101767781843e-09,-1.0975138142815064e-09,-1.107188741823273e-09,-1.105876065851876e-09,-1.1102068955292109e-09,-1.1063481686310305e-09,-1.1077069723103072e-09,-6.781555243641559e-10,-1.204872305858986e-09,-1.2025403491189476e-09,-1.201316887152909e-09,-1.2140883736014224e-09,-1.2020494604614407e-09,-1.2037285642098873e-09,-1.1980742023240831e-09,-1.2029703341645101e-09,-1.200988089140983e-09,-61.497359129467505
1655,-1.1048110839197303e-09,-1.1063991877285094e-09,-1.1075702847400836e-09,-1.097500723924977e-09,-1.1072105668954367e-09,-1.1059000587246572e-09,-1.1101855398416322e-09,-1.1063676884405818e-09,-1.1077260686541301e-09,-6.781555234595652e-10,-1.2048709387700691e-09,-1.202540208150009e-09,-1.201314271095977e-09,-1.214053883274415e-09,-1.2020496423948428e-09,-1.2037232838755891e-09,-1.1980607525207847e-09,-1.2029701737779373e-09,-1.2009841456385264e-09,-47.45728944150067
1656,-1.1048037317431175e-09,-1.1063908102578597e-09,-1.1076150212727558e-09,-1.0975381917046978e-09,-1.107203406781621e-09,-1.1058858269060757e-09,-1.1102127529193264e-09,-1.1063596920138506e-09,-1.107713762116248e-09,-6.781555233700446e-10,-1.204871115621032e-09,-1.2025405067852933e-09,-1.2013137899069283e-09,-1.214072338011819e-09,-1.2020502946159119e-09,-1.2037226347083147e-09,-1.1980652897390012e-09,-1.202970407093595e-09,-1.2009838315628143e-09,-47.189364427209355
1657,-1.1048138588005239e-09,-1.1063978315606922e-09,-1.1076279098911065e-09,-1.0975483534739186e-09,-1.107212024345861e-09,-1.1058886138812561e-09,-1.1102200416206783e-09,-1.1063663780803013e-09,-1.1077251879223805e-09,-6.781555232514825e-10,-1.2048709210536723e-09,-1.2025403945183766e-09,-1.2013144794160723e-09,-1.2140539617262042e-09,-1.2020496628872677e-09,-1.203723022219988e-09,-1.198069576262792e-09,-1.2029703779641357e-09,-1.2009845348475146e-09,-45.897439735437565
1658,-1.10474305130363e-09,-1.1063333927704417e-09,-1.1075389559874964e-09,-1.0974144547782301e-09,-1.107154342642534e-09,-1.1058083323156648e-09,-1.11014360550047e-09,-1.1063069334018897e-09,-1.1076517297337068e-09,-44.91234577260336,-1.2048717109688539e-09,-1.2025414744259227e-09,-1.2013139682709083e-09,-1.2140530929545976e-09,-1.2020505881110993e-09,-1.2037214417700448e-09,-1.1980606673611664e-09,-1.2029723162921865e-09,-1.200983762705795e-09,-7.064120035336355e-10
1659,-2.7603145806439255e-09,-2.7600844584587357e-09,-2.7602141970028054e-09,-2.7605481362161797e-09,-2.76035495028358e-09,-2.76038963952384e-09,-2.760145197884799e-09,-2.760298123818072e-09,-2.7601084788056014e-09,-103.17953024792418,-1.2467219462102245e-10,-1.246366541577091e-10,-1.2461805659172626e-10,-1.2481259248308152e-10,-1.2462841295668913e-10,-1.2465496240663376e-10,-1.245673189884921e-10,-1.2464267274621254e-10,-1.2461357293831382e-10,-5.553094850726853e-11
1660,-2.7603151297527506e-09,-2.7600849831209765e-09,-2.76021466607653e-09,-2.760548691481547e-09,-2.7603554827989438e-09,-2.7603899946062305e-09,-2.7601457407321374e-09,-2.7602986532259354e-09,-2.7601088990252652e-09,-65.65925103888789,-1.246710886707581e-10,-1.2463586976612665e-10,-1.2461711898574088e-10,-1.2481112480859405e-10,-1.2462755597931648e-10,-1.2465409173026327e-10,-1.2456628894925517e-10,-1.246418537869656e-10,-1.2461252158011024e-10,-7.064120047188525e-10
1661,-5.557922674163009e-10,-5.563241328852875e-10,-5.56742909359324e-10,-5.533954821728446e-10,-5.565864381433554e-10,-5.561686087229999e-10,-5.576119782515849e-10,-5.563046769636061e-10,-5.567908602773208e-10,-6.781555241612904e-10,-2.157387881338505e-09,-2.1557438995421607e-09,-2.155318485476887e-09,-2.163518129013283e-09,-2.155620622787441e-09,-2.1568904156295323e-09,-2.1531443459723612e-09,-2.156166957521295e-09,-2.154927297307334e-09,-57.737128352902765
1662,-1.1048025118626287e-09,-1.1063943889460295e-09,-1.107594848332325e-09,-1.0974782161332623e-09,-1.10720500800317e-09,-1.1058766207798307e-09,-1.1101704675802119e-09,-1.1063636749448298e-09,-1.1077065762666547e-09,-6.781555244350469e-10,-1.204871769967712e-09,-1.2025409250533502e-09,-1.2013144212273982e-09,-1.2140536300347532e-09,-1.2020512103093922e-09,-1.2037236521153256e-09,-1.1980619184751967e-09,-1.2029708915567019e-09,-1.200984183684866e-09,-61.32844263935781
1663,-2.760313522563647e-09,-2.7600834310678923e-09,-2.7602124583645516e-09,-2.7605462631687517e-09,-2.7603539587387503e-09,-2.7603875567601375e-09,-2.7601436710388594e-09,-2.760297099796443e-09,-2.760106378320981e-09,-6.781555234866438e-10,-1.246698834035498e-10,-1.2463461998217828e-10,-1.246164406312639e-10,-1.2481009056549075e-10,-1.2462641028257004e-10,-1.246528504170933e-10,-1.2456594615460074e-10,-1.246406226588145e-10,-1.2461157456095125e-10,-47.407829718033355
1664,-1.1048108413549023e-09,-1.1064020520453867e-09,-1.1075949581747626e-09,-1.0974902097477713e-09,-1.1072129328423807e-09,-1.1058793842740946e-09,-1.1101731993107394e-09,-1.1063708947060113e-09,-1.1077083164539409e-09,-6.781555234153453e-10,-1.204872750827314e-09,-1.2025422647703396e-09,-1.2013188215323995e-09,-1.2140534431389273e-09,-1.2020525002002821e-09,-1.2037221596250344e-09,-1.1980616894629612e-09,-1.2029721023295804e-09,-1.200983804330451e-09,-47.109725425418716
1665,-1.1048240345394389e-09,-1.1064098930995025e-09,-1.1076224905902025e-09,-1.0975488383779274e-09,-1.1072222493794426e-09,-1.105885866241775e-09,-1.1102196617070502e-09,-1.1063782300512e-09,-1.1077185258310455e-09,-6.781555234082882e-10,-1.2048713482325173e-09,-1.2025414770930934e-09,-1.2013162881326585e-09,-1.2140533623679112e-09,-1.2020508692341968e-09,-1.2037228110857392e-09,-1.1980674236444658e-09,-1.2029714924837112e-09,-1.2009843798784779e-09,-47.58472373351106
1666,-1.1047165357470914e-09,-1.106309454939984e-09,-1.1075252227285148e-09,-1.0973958828684134e-09,-1.1071304630542166e-09,-1.1058045061493492e-09,-1.1101237994250198e-09,-1.106278275743924e-09,-1.10764565009942e-09,-46.213076606552754,-1.204879530103258e-09,-1.2025446586338138e-09,-1.2013387134164852e-09,-1.2140747394816288e-09,-1.2020561858315073e-09,-1.2037422635831594e-09,-1.1980731422027215e-09,-1.202972664243922e-09,-1.2010101695984879e-09,-7.064120034920091e-10
1667,-2.760314589059594e-09,-2.760084435341664e-09,-2.7602143103363853e-09,-2.760548383451969e-09,-2.7603549364713707e-09,-2.7603895842461576e-09,-2.7601454812214872e-09,-2.7602981017315842e-09,-2.760108465406003e-09,-71.18347612191623,-1.2467202123347653e-10,-1.2463696684460842e-10,-1.2461856218034935e-10,-1.2481334298153816e-10,-1.2462846715841081e-10,-1.2465518272689425e-10,-1.2456832845285883e-10,-1.2464296855195826e-10,-1.2461367905251703e-10,-7.064120051688628e-10
1668,-1.104344313502701e-09,-1.1059269512109926e-09,-1.107366442113855e-09,-1.0969653804713197e-09,-1.1067581275486854e-09,-1.1056899608564237e-09,-1.109673641332788e-09,-1.1058742499876011e-09,-1.1075477133818505e-09,-27.447611988641587,-1.2059497925174732e-09,-1.2035938081376285e-09,-1.2024383765864418e-09,-1.2151925824283028e-09,-1.2030914033627366e-09,-1.204987762537224e-09,-1.199107106740719e-09,-1.2040260619275695e-09,-1.2023318398521727e-09,-7.064120015458109e-10
1669,-5.557883013844009e-10,-5.563198734992469e-10,-5.567411693106013e-10,-5.533902319572996e-10,-5.565804608570362e-10,-5.561626814541864e-10,-5.57606741119464e-10,-5.563004414171529e-10,-5.567836152109274e-10,-6.781555241125862e-10,-2.1573764348039687e-09,-2.1557404172951418e-09,-2.155273729955249e-09,-2.163523478476718e-09,-2.155615505091712e-09,-2.156904174778441e-09,-2.153150648400042e-09,-2.1561631904570327e-09,-2.1549413838793025e-09,-57.08483344625565
1670,-1.1048244502230948e-09,-1.106414106141748e-09,-1.1075869292850352e-09,-1.0975091817041407e-09,-1.107227179066359e-09,-1.1058949947187964e-09,-1.1101991478165287e-09,-1.106382984037099e-09,-1.1077286023205874e-09,-6.781555242844535e-10,-1.204872541122701e-09,-1.2025429397962017e-09,-1.2013150423847966e-09,-1.2140530386796413e-09,-1.2020523838847932e-09,-1.203722832543912e-09,-1.1980641139773412e-09,-1.202973109044166e-09,-1.2009842236401139e-09,-61.094173999067806
1671,-1.1048260691170501e-09,-1.1064125623302548e-09,-1.1075846516501102e-09,-1.09751002768632e-09,-1.1072275264363985e-09,-1.1058931783495076e-09,-1.1101918571714076e-09,-1.106381450268866e-09,-1.107725535680785e-09,-6.78155523564507e-10,-1.204874550168493e-09,-1.2025444404319099e-09,-1.201317600192429e-09,-1.2140533030594567e-09,-1.2020544185632274e-09,-1.2037217973149597e-09,-1.1980676517712626e-09,-1.2029743289006524e-09,-1.2009837564327072e-09,-49.626932521669765
1672,-1.1048262870238031e-09,-1.1064093042656326e-09,-1.1076224767356194e-09,-1.097544777316518e-09,-1.1072222313031335e-09,-1.1058882641065327e-09,-1.1102155647832122e-09,-1.106378424937948e-09,-1.1077209689914281e-09,-6.781555235044227e-10,-1.20487302335704e-09,-1.2025448744965632e-09,-1.201313788254266e-09,-1.2140547670895815e-09,-1.202054882867412e-09,-1.2037215685903703e-09,-1.1980768722507543e-09,-1.2029746523793427e-09,-1.2009838402622939e-09,-49.29968348834852
1673,-1.1048289218541249e-09,-1.1064170774876447e-09,-1.1076321045065404e-09,-1.097550042714891e-09,-1.1072278192881272e-09,-1.1058964009304845e-09,-1.1102251500767796e-09,-1.1063862039809003e-09,-1.1077350636339265e-09,-6.781555233399247e-10,-1.2048737570449614e-09,-1.2025438016644638e-09,-1.201313782063255e-09,-1.2140663166111536e-09,-1.2020541563649018e-09,-1.2037217259952362e-09,-1.198063217190173e-09,-1.2029737333464147e-09,-1.2009838368647233e-09,-47.33862017078046
1674,-1.1048345836568283e-09,-1.1064294870993726e-09,-1.1076104861042181e-09,-1.0974958913154098e-09,-1.1072493430279244e-09,-1.1058876770316096e-09,-1.1102321400737463e-09,-1.1064077330103608e-09,-1.1077418690523341e-09,-88.456720058818,-1.2048754174522282e-09,-1.2025471974961471e-09,-1.2013166624902694e-09,-1.2140539572094717e-09,-1.202055923532724e-09,-1.2037234048135798e-09,-1.198064516548832e-09,-1.2029772584867923e-09,-1.2009851846986725e-09,-7.064120101588424e-10
1675,-2.7603146392701475e-09,-2.760084515348526e-09,-2.760214124817893e-09,-2.7605481739364734e-09,-2.760355007571818e-09,-2.7603897711355124e-09,-2.760145256807364e-09,-2.76029818222055e-09,-2.7601086444353706e-09,-103.17953024792418,-1.2467110984407361e-10,-1.2463562444651016e-10,-1.246159404899807e-10,-1.2481156433464427e-10,-1.246273748137095e-10,-1.2465398374794292e-10,-1.2456611561936462e-10,-1.246416371052714e-10,-1.2461242963638926e-10,-5.553094868052214e-11
1676,-1.104809187883922e-09,-1.1063911320651455e-09,-1.1076039578023383e-09,-1.0974862655498089e-09,-1.1072187695025788e-09,-1.1058595760471383e-09,-1.1101979281192244e-09,-1.1063589569239906e-09,-1.1077103698973592e-09,-48.552312033814545,-1.2048866660953795e-09,-1.2025631640083996e-09,-1.2013259463207765e-09,-1.2140537591244983e-09,-1.2020692818171827e-09,-1.203737853666886e-09,-1.1980645117269343e-09,-1.2029926561438848e-09,-1.200995100899989e-09,-7.064120038350511e-10
1677,-4.4558253612249613e-11,-4.456188571750257e-11,-4.456479536427037e-11,-4.454181056278189e-11,-4.456363963475953e-11,-4.456082874043737e-11,-4.457061039389395e-11,-4.456173018544161e-11,-4.4565095797451134e-11,-6.781555240025495e-10,-2.9624248219956367e-09,-2.9621466327699994e-09,-2.9622555386409903e-09,-2.9628365840261363e-09,-2.9624128152445036e-09,-2.962479178438813e-09,-2.9621246218305664e-09,-2.962372247677056e-09,-2.962141622410276e-09,-54.328442239432896
1678,-1.1048051738388861e-09,-1.1064051829207404e-09,-1.1075747003113888e-09,-1.0974897080934035e-09,-1.1072204105824187e-09,-1.105884764609338e-09,-1.1101838672031736e-09,-1.1063756626798532e-09,-1.1077252986134528e-09,-6.78155524430523e-10,-1.2048708779076166e-09,-1.2025399333869876e-09,-1.2013137838427316e-09,-1.2140554367698618e-09,-1.202049171250071e-09,-1.2037247136537382e-09,-1.1980599197472268e-09,-1.2029698880320238e-09,-1.2009875417790825e-09,-61.47929266231765
1679,-1.1048182521637816e-09,-1.106411535512301e-09,-1.1075766879968955e-09,-1.0975121973883757e-09,-1.1072176084467264e-09,-1.1059146774483247e-09,-1.1101964465496531e-09,-1.1063807172181117e-09,-1.1077440771784918e-09,-6.781555236576835e-10,-1.2048725448709392e-09,-1.202542324918681e-09,-1.2013162981049365e-09,-1.2140531710435884e-09,-1.2020518679445853e-09,-1.2037216538986184e-09,-1.1980620526599015e-09,-1.20297208445135e-09,-1.2009837511694023e-09,-49.552652320125326
1680,-1.1048188315187754e-09,-1.106410178256209e-09,-1.107582930188303e-09,-1.097507282922756e-09,-1.1072248235742236e-09,-1.1059230262826368e-09,-1.1101914919261249e-09,-1.1063794343182755e-09,-1.1077550823534828e-09,-6.781555235779963e-10,-1.2048714632931964e-09,-1.2025409300993809e-09,-1.2013144863473592e-09,-1.214053192708412e-09,-1.2020499734563213e-09,-1.2037221630084852e-09,-1.198061654383515e-09,-1.2029706887504527e-09,-1.2009839607953906e-09,-49.19344651545982
1681,-1.1048193416549095e-09,-1.1064057890033059e-09,-1.107650011787154e-09,-1.0975615211200392e-09,-1.1072166413699111e-09,-1.1059220728042587e-09,-1.1102333235829815e-09,-1.1063747903548311e-09,-1.1077557392231692e-09,-6.781555236292233e-10,-1.2048709139364056e-09,-1.202540385764674e-09,-1.2013138041459287e-09,-1.2140557878513248e-09,-1.202049436868275e-09,-1.2037219908421127e-09,-1.1980754635193753e-09,-1.2029702832197983e-09,-1.2009838639066857e-09,-50.32127072088462
1682,-1.104853139562663e-09,-1.1064414108689167e-09,-1.1076292636218575e-09,-1.0975004473381836e-09,-1.1072674285095225e-09,-1.1059467018202584e-09,-1.1102444417767757e-09,-1.1064132813686301e-09,-1.1078021882918055e-09,-35.33501991638195,-1.204872644008091e-09,-1.202542160599611e-09,-1.2013145094196727e-09,-1.2140529946604824e-09,-1.2020508991759613e-09,-1.2037242947885018e-09,-1.1980617742185942e-09,-1.2029720713391282e-09,-1.2009868120805371e-09,-7.064120025044587e-10
1683,-2.7603146155854862e-09,-2.7600844877025685e-09,-2.7602140980685333e-09,-2.760548156151567e-09,-2.7603549907529742e-09,-2.760389739842849e-09,-2.760145236667685e-09,-2.760298154279523e-09,-2.760108618407667e-09,-90.97314177141698,-1.246710157079013e-10,-1.2463562792442002e-10,-1.2461587388759653e-10,-1.248115438963696e-10,-1.2462725794609382e-10,-1.2465399425305923e-10,-1.2456605033032286e-10,-1.2464165164958144e-10,-1.2461240342181398e-10,-7.064120106805951e-10
1684,-2.760314872593144e-09,-2.76008473973256e-09,-2.760214313897351e-09,-2.7605483617763452e-09,-2.760355258646938e-09,-2.760390122136387e-09,-2.760145478540444e-09,-2.760298405980398e-09,-2.7601090161624983e-09,-51.57384040686102,-1.2466905725250685e-10,-1.2463375707145336e-10,-1.246143341230692e-10,-1.2480929586069018e-10,-1.246254076335954e-10,-1.2465152123441936e-10,-1.2456433912318383e-10,-1.2463976630234713e-10,-1.2461007430882731e-10,-7.064120037795281e-10
1685,-1.104815654663427e-09,-1.1064095269307597e-09,-1.1076538153952132e-09,-1.0974917551518062e-09,-1.1072121120500524e-09,-1.1059736976352943e-09,-1.1101850189230044e-09,-1.1063789716879382e-09,-1.1077962166105722e-09,-6.781555241612165e-10,-1.2048736424615562e-09,-1.202542135369934e-09,-1.2013180900357225e-09,-1.2140579128276905e-09,-1.202051648024523e-09,-1.203725711303365e-09,-1.1980608197578098e-09,-1.2029722313714568e-09,-1.2009870407640172e-09,-54.1133391548401
1686,-1.1048053408177602e-09,-1.1064033226871917e-09,-1.107575754986955e-09,-1.097489179307397e-09,-1.107217411650863e-09,-1.1059771996721377e-09,-1.1101881482818343e-09,-1.1063720135274073e-09,-1.1078027754687987e-09,-6.781555245816762e-10,-1.2048731045063439e-09,-1.202540881504743e-09,-1.2013152540349234e-09,-1.2140601418246513e-09,-1.2020511458245455e-09,-1.203722934529583e-09,-1.198061051936182e-09,-1.2029709539150348e-09,-1.200984978621551e-09,-61.36445396319902
1687,-2.760316684024192e-09,-2.7600865160656423e-09,-2.7602158249052602e-09,-2.7605504025983187e-09,-2.7603570019420443e-09,-2.760391985554915e-09,-2.7601470482837054e-09,-2.7603001908362303e-09,-2.7601107075150352e-09,-6.781555237441491e-10,-1.2466839494814072e-10,-1.2463315355757008e-10,-1.2461385236790905e-10,-1.2480869571564625e-10,-1.2462479209783148e-10,-1.2465048324669127e-10,-1.2456380377096044e-10,-1.2463915444983528e-10,-1.2460909463912922e-10,-49.477625086099145
1688,-1.104783912367248e-09,-1.1063694619225202e-09,-1.107671914728827e-09,-1.0975680526729865e-09,-1.1071822748847063e-09,-1.1059475086327306e-09,-1.1102396293861332e-09,-1.106338819730937e-09,-1.1077688675815449e-09,-6.781555236619201e-10,-1.2048754483082007e-09,-1.2025418853767227e-09,-1.2013138063199277e-09,-1.2140545876647245e-09,-1.2020524003495692e-09,-1.203721882528081e-09,-1.198074126604612e-09,-1.2029722428030166e-09,-1.2009838949639045e-09,-49.122289497865964
1689,-1.1047660753599734e-09,-1.106365615704284e-09,-1.107681609038927e-09,-1.097608253693972e-09,-1.1071757384668269e-09,-1.1059451017303502e-09,-1.1102841430320157e-09,-1.1063350068317597e-09,-1.107783569546059e-09,-6.781555235511488e-10,-1.2048769345943984e-09,-1.2025431085138537e-09,-1.2013143622165819e-09,-1.2140660852266975e-09,-1.2020546487981358e-09,-1.203721926886912e-09,-1.1980640123825397e-09,-1.202973402901148e-09,-1.2009856626745333e-09,-48.16826406753609
1690,-1.1047653833455241e-09,-1.1063958617202333e-09,-1.1076975224376915e-09,-1.0975680726404871e-09,-1.1071864567591485e-09,-1.10599817008195e-09,-1.1103125330914492e-09,-1.1063668711842336e-09,-1.1077990850348539e-09,-66.13137094763024,-1.2048712457307798e-09,-1.2025407103425753e-09,-1.2013139939701336e-09,-1.2140544995039612e-09,-1.2020499131994176e-09,-1.2037214979095187e-09,-1.1980598370623131e-09,-1.2029708604044294e-09,-1.2009843882216695e-09,-7.064120046578907e-10
1691,-2.760315371186846e-09,-2.760085260563443e-09,-2.760215204876752e-09,-2.7605485646757978e-09,-2.7603558103065684e-09,-2.7603907134208582e-09,-2.7601458972019534e-09,-2.7602989281765338e-09,-2.7601096772772747e-09,-62.080585024745275,-1.2466845028107692e-10,-1.246332043756379e-10,-1.2461387026436702e-10,-1.248088067255772e-10,-1.2462484007050227e-10,-1.2465062235515128e-10,-1.245638346690911e-10,-1.2463920159331405e-10,-1.2460921586303513e-10,-7.064120043299547e-10
1692,-1.1047966238719528e-09,-1.106405704422537e-09,-1.107766512084711e-09,-1.0975900976914933e-09,-1.1072164083946223e-09,-1.1060369481939695e-09,-1.1103341890485823e-09,-1.1063729754606423e-09,-1.1078636959957993e-09,-9.166025397271884,-1.2048713047226047e-09,-1.2025399921745755e-09,-1.2013142277906427e-09,-1.2140530894657125e-09,-1.2020494974722445e-09,-1.2037223906608517e-09,-1.1980618377470206e-09,-1.2029700093358485e-09,-1.2009847095698539e-09,-7.06411992388168e-10
1693,-1.1047230542380897e-09,-1.1063139809228042e-09,-1.107545226938477e-09,-1.0974161897924646e-09,-1.1071435475147421e-09,-1.1058183933869695e-09,-1.1101276965413164e-09,-1.1062817357484944e-09,-1.1076509460739848e-09,-6.781555247365404e-10,-1.2044580844867473e-09,-1.2021710420679653e-09,-1.2011222555624564e-09,-1.2137689957622929e-09,-1.2016723106182207e-09,-1.203530551040389e-09,-1.1978267975801768e-09,-1.2026045827891888e-09,-1.2007588227143192e-09,-62.11456047931469
1694,-1.1047448452222153e-09,-1.1063431397966212e-09,-1.1075455142400488e-09,-1.0974315063314169e-09,-1.1071610313975016e-09,-1.1059397799991537e-09,-1.110142462634397e-09,-1.1063125085305584e-09,-1.1077759650858886e-09,-6.781555245334439e-10,-1.2048913530645857e-09,-1.2025541290405536e-09,-1.201333918902983e-09,-1.2140811035806078e-09,-1.2020714238704998e-09,-1.203727059782041e-09,-1.198076294550543e-09,-1.202984805816056e-09,-1.2009912868048794e-09,-61.48419139706338
1695,-2.7603169419246394e-09,-2.760086725367181e-09,-2.7602166257833437e-09,-2.7605507512257813e-09,-2.760357253129563e-09,-2.7603919454677273e-09,-2.760147516256442e-09,-2.7603003873804013e-09,-2.7601107668761394e-09,-6.781555237278663e-10,-1.2466836194532222e-10,-1.2463312563618606e-10,-1.2461386041279758e-10,-1.248086857289538e-10,-1.2462476406913613e-10,-1.2465046273744211e-10,-1.245637967197289e-10,-1.2463912630749477e-10,-1.2460907170806628e-10,-49.523618958582695
1696,-1.1047503288161051e-09,-1.1063468484391512e-09,-1.1075460125518489e-09,-1.0974357873403115e-09,-1.1071595525807504e-09,-1.1059511196345534e-09,-1.110140460938854e-09,-1.1063161147990461e-09,-1.107779240384796e-09,-6.781555236112982e-10,-1.2048840832629248e-09,-1.2025482889870896e-09,-1.2013258611607308e-09,-1.2140669213434028e-09,-1.20206124939868e-09,-1.203722978533733e-09,-1.1980660383628242e-09,-1.202979097972844e-09,-1.200985880497314e-09,-49.214229023201874
1697,-1.1047483753635596e-09,-1.106344643036557e-09,-1.1076766270167637e-09,-1.0975689319133177e-09,-1.107157883049264e-09,-1.1059355615449282e-09,-1.1102446709129708e-09,-1.1063143908208047e-09,-1.1077800815932264e-09,-6.781555234675379e-10,-1.204883354537385e-09,-1.202548548344617e-09,-1.201314093147361e-09,-1.2140530582270578e-09,-1.2020615419854906e-09,-1.2037221601140895e-09,-1.1980638071890011e-09,-1.202979588343016e-09,-1.2009854540460177e-09,-47.249196067091646
1698,-1.1047655285532045e-09,-1.1063720696587854e-09,-1.1077132732382797e-09,-1.0975328762767594e-09,-1.1071816154247837e-09,-1.1059811537966218e-09,-1.1102750518826963e-09,-1.1063453493144122e-09,-1.1077976199832264e-09,-67.08525948976579,-1.2048709174643615e-09,-1.202539911205053e-09,-1.2013189678503852e-09,-1.2140589201720858e-09,-1.202049216489669e-09,-1.2037272259085035e-09,-1.1980702418995876e-09,-1.202969878696646e-09,-1.2009900881800906e-09,-7.064120046847945e-10
1699,-2.7603146754138354e-09,-2.7600845581327724e-09,-2.7602142924731433e-09,-2.7605481677625433e-09,-2.7603550548217183e-09,-2.7603897800587526e-09,-2.760145251031764e-09,-2.7602982262302665e-09,-2.760108637696735e-09,-74.93812729252251,-1.2467017656913164e-10,-1.2463482326312878e-10,-1.246157269924131e-10,-1.2481090504503058e-10,-1.24626512323545e-10,-1.246529769432206e-10,-1.245655324953167e-10,-1.2464082509068668e-10,-1.246115451818096e-10,-7.064120053543257e-10
1700,-1.104748549756134e-09,-1.1063381716936983e-09,-1.1076292223043216e-09,-1.097421546820809e-09,-1.1071576472271361e-09,-1.1059127526040725e-09,-1.1101414010196623e-09,-1.1063072803564526e-09,-1.10776754432233e-09,-27.22818965570262,-1.2048710697022896e-09,-1.2025405638156614e-09,-1.2013291896390448e-09,-1.2140532375339158e-09,-1.202049302325701e-09,-1.2037372044161725e-09,-1.1980617704616225e-09,-1.2029703872217544e-09,-1.2009941875181925e-09,-7.064120014488894e-10
1701,-5.557873385731992e-10,-5.563206077186819e-10,-5.567560783509062e-10,-5.53402227458041e-10,-5.565826750113905e-10,-5.561787825125247e-10,-5.57619049918339e-10,-5.56301191621379e-10,-5.567997177374867e-10,-6.781555243781271e-10,-2.157376995229644e-09,-2.1557413837384413e-09,-2.155127160313102e-09,-2.1632434071218306e-09,-2.1556119421960364e-09,-2.156777179224302e-09,-2.1527990738984076e-09,-2.156165962379059e-09,-2.1548105319034386e-09,-60.45259447612365
1702,-1.1047462840123803e-09,-1.1063423239670523e-09,-1.1075459872070967e-09,-1.097429578121731e-09,-1.107159919189837e-09,-1.1059477854871989e-09,-1.110139627909567e-09,-1.1063121025536705e-09,-1.107769370199116e-09,-6.781555244466288e-10,-1.204889482204221e-09,-1.2025541999049576e-09,-1.201333916406309e-09,-1.2140755109964301e-09,-1.2020683849347664e-09,-1.203725359391562e-09,-1.1980711843585837e-09,-1.2029848462492798e-09,-1.2009867916547622e-09,-61.49424681792481
1703,-1.104749246963665e-09,-1.1063439189259093e-09,-1.1076669070247735e-09,-1.0976126240569817e-09,-1.1071528457927765e-09,-1.1059466319016727e-09,-1.1102839244395752e-09,-1.1063135701602045e-09,-1.1077642922225576e-09,-6.781555236294948e-10,-1.20487829971972e-09,-1.202547646043455e-09,-1.201314462889681e-09,-1.2140655807012582e-09,-1.2020564188617648e-09,-1.2037218169449222e-09,-1.1980622436365465e-09,-1.2029786048922587e-09,-1.200983786192433e-09,-49.60758591209416
1704,-1.1047515442240528e-09,-1.10634128390929e-09,-1.1076681130810619e-09,-1.0975749833189431e-09,-1.1071551112002387e-09,-1.1059403216065103e-09,-1.1102439671456123e-09,-1.1063107863044204e-09,-1.1077617074924308e-09,-6.781555235399981e-10,-1.2048815889805662e-09,-1.202547475730794e-09,-1.20131389284748e-09,-1.2140530311184723e-09,-1.2020585019443768e-09,-1.203721870545728e-09,-1.1980663190945242e-09,-1.2029782861732356e-09,-1.2009837604094928e-09,-49.29968348835369
