,KE0 0 battery,KE0 1 battery,KE0 10 battery,KE0 11 battery,KE0 12 battery,KE0 2 battery,KE0 3 battery,KE0 4 battery,KE0 5 battery,KE0 6 battery,KE0 7 battery,KE0 8 battery,KE0 9 battery,KE1 0 battery,KE2 0 battery
1440,5.427593774981911e-05,5.413852600427089e-05,5.4479963292018206e-05,5.4497194626900916e-05,5.471699969942387e-05,5.426929431885111e-05,5.4445090261483236e-05,5.427385512387782e-05,5.459355420330364e-05,5.4564415884797305e-05,5.455828015893777e-05,5.415435828497951e-05,5.461275266648123e-05,9.451606643969642e-06,5.461358251453084e-05
1441,3.2698428280737333e-06,3.232850282140827e-06,3.291614100962519e-06,3.2943230479469983e-06,3.3342865734031876e-06,3.2673757868753915e-06,3.2905121289723405e-06,3.279557880854795e-06,3.3327918676468434e-06,3.319657483265135e-06,3.3137556422830456e-06,3.280468344029729e-06,3.3368390770560763e-06,9.613881804052392e-06,3.3215269570632345e-06
1442,5.0496272539445546e-05,5.03763184895548e-05,5.072408377414708e-05,5.073959978056107e-05,5.0949997089806e-05,5.0488982018670796e-05,5.0710811762923774e-05,5.0564112812943183e-05,5.087117167945445e-05,5.0852601336296344e-05,5.0912108983044665e-05,5.0454097882235095e-05,5.091067449475353e-05,712.5745921098886,5.086870279155454e-05
1443,4.463548936569506e-05,4.464115578240695e-05,4.490189223337466e-05,4.4941785307201025e-05,4.516753851961943e-05,4.460732515453821e-05,4.493097098333695e-05,4.455118591247819e-05,4.502027548492144e-05,4.497097447735347e-05,4.506022333019119e-05,4.448212640656558e-05,4.498350530681281e-05,769.0551940583003,4.5000748320164104e-05
1444,6.02009895971449e-05,6.00467444612279e-05,6.0369918427454244e-05,6.038614991911865e-05,6.058256985482283e-05,6.019277417088197e-05,6.0352944164317e-05,6.02123525600691e-05,6.0470822628870725e-05,6.044750051103926e-05,6.054285277558487e-05,6.003271224600967e-05,6.046644490905586e-05,307.2205369820941,6.048138653517182e-05
1445,1.4735960231785421e-05,1.4563924879510174e-05,1.4817565183295134e-05,1.4819525762550162e-05,1.4962321627424153e-05,1.47229408756852e-05,1.4839305496304955e-05,1.4789367494351114e-05,1.5002657173023732e-05,1.4983062874796305e-05,1.4886827371613718e-05,1.4897520057977422e-05,1.5110229909710654e-05,9.370588397787514e-06,1.4921262645804086e-05
1446,1.9010349867746397e-05,1.884679279749334e-05,1.9161776673336767e-05,1.9132337909053436e-05,1.930411663876837e-05,1.9016708290957266e-05,1.916771830607117e-05,1.9001771946477602e-05,1.9269651524631742e-05,1.923610480596494e-05,1.9191971911545303e-05,1.904394041936558e-05,1.930709206935287e-05,9.243551666030606e-06,1.925265585575838e-05
1447,2.1733550105737882e-05,2.1685163988316382e-05,2.1888785999543833e-05,2.1909110803767152e-05,2.206442710923554e-05,2.17368045431249e-05,2.1880708278036855e-05,2.1690435616142717e-05,2.190470339541495e-05,2.188783027053825e-05,2.1925220121505988e-05,2.156951614510037e-05,2.1898464117076544e-05,9.24696258579374e-06,2.199283072468271e-05
1448,2.3552492990686655e-05,2.3454756854424446e-05,2.3729476074353092e-05,2.369224383676586e-05,2.3915063371589816e-05,2.3558001172231786e-05,2.366157792073196e-05,2.3470285701290924e-05,2.370333321688908e-05,2.3691118440044672e-05,2.371954046000868e-05,2.3378457780115002e-05,2.3728447361948437e-05,9.27295945660057e-06,2.3838340456034422e-05
1449,2.5308456196147758e-05,2.5081556275222445e-05,2.5457997466569716e-05,2.5450463613650805e-05,2.5680590479530544e-05,2.5301571288009704e-05,2.5457268497077426e-05,2.534897579806351e-05,2.5631372999558468e-05,2.5590506828079496e-05,2.5522976525333826e-05,2.5479833768634383e-05,2.5813609350681846e-05,9.406540283848738e-06,2.5610556406667092e-05
1450,2.793746069074108e-05,2.7882136435927577e-05,2.8105756210341548e-05,2.8135081932492425e-05,2.8306713835299203e-05,2.791879147184168e-05,2.8089176095912627e-05,2.7937417936957188e-05,2.8184434470122964e-05,2.816859436218754e-05,2.829619445703542e-05,2.7765319521104558e-05,2.810876510090103e-05,701.5962823143667,2.8182273491862853e-05
1451,2.7112175730699412e-05,2.693795800805864e-05,2.7233011301471618e-05,2.7276188903201835e-05,2.7417518218736886e-05,2.7079334062146946e-05,2.7260505304394186e-05,2.7087172474942436e-05,2.7286636753205487e-05,2.7292205181185853e-05,2.7443269164211246e-05,2.698981566973002e-05,2.7302803688842643e-05,680.372787663329,2.7282186555487865e-05
1452,3.509231729220449e-05,3.501228860998977e-05,3.529563775506054e-05,3.5327924432699114e-05,3.549982496891795e-05,3.5090915353877756e-05,3.529631845590213e-05,3.523522363097367e-05,3.564730003400501e-05,3.561477030947857e-05,3.570085013256627e-05,3.5053031822642874e-05,3.546659940292034e-05,378.5478069731815,3.540300566222176e-05
1453,2.074059203733882e-06,2.0464401361671106e-06,2.0902993740756017e-06,2.0899078526791284e-06,2.1201497081232388e-06,2.0712518247321216e-06,2.0921851621188593e-06,2.0897747524434935e-06,2.1267525138900886e-06,2.1215942985338777e-06,2.102370612456184e-06,2.0943295320367646e-06,2.134390255774517e-06,9.387433232471179e-06,2.103359680688821e-06
1454,3.304621025772475e-05,3.2915387872098845e-05,3.326247353233961e-05,3.320139320635563e-05,3.345495498328256e-05,3.305349574739428e-05,3.3291442260184885e-05,3.3042419330159314e-05,3.345434495516047e-05,3.3393033265208056e-05,3.326102435991815e-05,3.321176505130722e-05,3.358426538715104e-05,9.255369246628648e-06,3.337982096502388e-05
1455,2.801523957540793e-05,2.8068710628797733e-05,2.8157073813140704e-05,2.8179289969804352e-05,2.8409395489454098e-05,2.803185664942321e-05,2.819701462737839e-05,2.7968333014474158e-05,2.8220747450853572e-05,2.8203652519673654e-05,2.8248784753267097e-05,2.7847130791546108e-05,2.825697103709637e-05,9.220749242844765e-06,2.8332172699838546e-05
1456,2.5027871954268113e-05,2.4939145886806602e-05,2.5168463069908946e-05,2.523838571176392e-05,2.5402358080524052e-05,2.5042415963071582e-05,2.5145971225565413e-05,2.4974898278110273e-05,2.5209828277923613e-05,2.5200692740760588e-05,2.51878812240626e-05,2.4887727916978474e-05,2.5253119868477723e-05,9.261517389446107e-06,2.5326594667929815e-05
1457,2.274689678311213e-05,2.2500844191034448e-05,2.2867356681965657e-05,2.287234913765281e-05,2.3092372298541146e-05,2.2729664601162825e-05,2.2879967041982105e-05,2.27690234700386e-05,2.3035793632029112e-05,2.299546181069074e-05,2.292949055760531e-05,2.2867832698042555e-05,2.3177702766175374e-05,9.390705437890631e-06,2.3009296224426847e-05
1458,2.0169343535155187e-05,2.020293735003237e-05,2.0294283790836824e-05,2.0323965275849098e-05,2.045154922990619e-05,2.014620045438833e-05,2.028898533712118e-05,2.0194640232242496e-05,2.0378875720576885e-05,2.0371261569818843e-05,2.049946067977322e-05,2.0089257110696493e-05,2.0329109966757666e-05,634.5792063273855,2.035407910755513e-05
1459,6.242445950244741e-05,6.231511291644838e-05,6.260746200313964e-05,6.262830471405676e-05,6.28331220785551e-05,6.241607585852902e-05,6.25922126596027e-05,6.241530637884298e-05,6.269844002194128e-05,6.267377243644222e-05,6.27222495959933e-05,6.226329390365593e-05,6.270084316518904e-05,940.387185184185,6.272511723094657e-05
1460,1.984269438977134e-05,1.9677596282365835e-05,1.996405133186772e-05,1.999703687942074e-05,2.0128030524343715e-05,1.982043710690934e-05,1.9969171825364787e-05,1.9901812930147428e-05,2.011021473968324e-05,2.008992807930626e-05,2.0242354265568555e-05,1.9694582318234836e-05,1.9983337083299595e-05,461.24106288403,2.004260648096884e-05
1461,2.217122687279256e-05,2.1955838437147173e-05,2.231296192820505e-05,2.2309069864311005e-05,2.2510674175326167e-05,2.2164167266027096e-05,2.2344650554154846e-05,2.2213757700908163e-05,2.255776122189422e-05,2.2523922885368394e-05,2.239578188917241e-05,2.2512129482788394e-05,2.2804691858851656e-05,9.517296674475118e-06,2.24453464045251e-05
1462,2.287972543693232e-05,2.274440375594259e-05,2.307806528656848e-05,2.3087693874218094e-05,2.322245843792313e-05,2.2903557693851746e-05,2.3079727723067635e-05,2.2844866708978072e-05,2.315664460185973e-05,2.3126384094678235e-05,2.3050050229051412e-05,2.3002223601382917e-05,2.328011144887403e-05,9.404224229416783e-06,2.3167566463806746e-05
1463,2.3937962276695147e-05,2.387108430265817e-05,2.4110596502630315e-05,2.4137441126779283e-05,2.429909409812483e-05,2.394379199815719e-05,2.4043960834373402e-05,2.3875510755718407e-05,2.4096764094912567e-05,2.4082278018088393e-05,2.4109439680921224e-05,2.373514114680937e-05,2.410107573164073e-05,9.361408997154846e-06,2.4222784094513357e-05
1464,2.4649706322208398e-05,2.4546868477954627e-05,2.4827493425382673e-05,2.4855119671554125e-05,2.5026753322311575e-05,2.4652149321086454e-05,2.4758328167560274e-05,2.454767123925796e-05,2.480852333890236e-05,2.4790176446007014e-05,2.482290634884178e-05,2.4441049334465243e-05,2.4802236964852967e-05,9.406799292468857e-06,2.4943252984594795e-05
1465,2.5455454417924885e-05,2.5253906814085082e-05,2.5588892403170915e-05,2.5591040119742854e-05,2.5833215696274482e-05,2.5433538773532663e-05,2.559847696386237e-05,2.546821994131954e-05,2.576851513587074e-05,2.5726830657281468e-05,2.5692277058708662e-05,2.5582169726502926e-05,2.5914555737520594e-05,9.535134502026496e-06,2.573998789261404e-05
1466,2.697292408469058e-05,2.6961509435417822e-05,2.7125609381944975e-05,2.715843118790282e-05,2.7331382707176086e-05,2.6943273416050457e-05,2.711967524678985e-05,2.7009327309558558e-05,2.7254331214126225e-05,2.7239620090805348e-05,2.734198453314536e-05,2.6838449201822135e-05,2.7160763604697676e-05,496.3881995995543,2.7207346428334636e-05
1467,1.952536045954778e-05,1.9463863377591974e-05,1.962065588204509e-05,1.964792457147204e-05,1.9757044412823666e-05,1.9503122067452527e-05,1.963320789600249e-05,1.951374640310931e-05,1.9677056794135616e-05,1.9673528043916677e-05,1.9750480421814946e-05,1.944953750673605e-05,1.966689278690268e-05,672.1894936235572,1.967181881637648e-05
1468,2.6975128667950713e-05,2.6861823463351983e-05,2.715006250165252e-05,2.7191159526885623e-05,2.7343374086588487e-05,2.6963164713633204e-05,2.7151865507314284e-05,2.70952374595186e-05,2.7390734072441037e-05,2.7360675365909992e-05,2.7558567221133696e-05,2.6835714830994032e-05,2.7228212761546978e-05,397.6593946211283,2.7246110490365812e-05
1469,2.68406034025455e-05,2.666351716750461e-05,2.704344699296108e-05,2.7037011973782933e-05,2.7258606348399806e-05,2.6858510094762808e-05,2.7060008282563612e-05,2.689402309108839e-05,2.727221166927901e-05,2.7232904540388845e-05,2.7109666261441845e-05,2.7216491300411e-05,2.7590194840074127e-05,9.37714703535562e-06,2.7193121020591056e-05
1470,2.518648767011069e-05,2.5197733791576018e-05,2.5405948495295724e-05,2.541028677800115e-05,2.5555357837433064e-05,2.5208999451825527e-05,2.541014645743724e-05,2.5194715920781188e-05,2.5503794027793887e-05,2.5474653751020174e-05,2.53528463336463e-05,2.5359039344210797e-05,2.5671019668704113e-05,9.440791421166714e-06,2.5499025922037524e-05
1471,2.530694977743451e-05,2.5235306860266328e-05,2.5506418056178328e-05,2.5536468484461667e-05,2.568684797628623e-05,2.5326071247856798e-05,2.548216869310329e-05,2.5243326537108705e-05,2.549696705871964e-05,2.5476371945453384e-05,2.5526913385557722e-05,2.5112500786035588e-05,2.5481982575806077e-05,9.226921472111938e-06,2.562203693517139e-05
1472,2.5641398670144153e-05,2.5509949710427328e-05,2.583737544076636e-05,2.5858274448556585e-05,2.6033145384645308e-05,2.5648120646385557e-05,2.5764048631817482e-05,2.553050836793605e-05,2.582107207606787e-05,2.5802444031896475e-05,2.582216256857998e-05,2.5419209456445195e-05,2.5801798568149842e-05,9.268501895519626e-06,2.5956364797418957e-05
1473,2.6676712711608294e-05,2.6415997445151566e-05,2.6828563815738212e-05,2.682272414670744e-05,2.7076925156701454e-05,2.6656258576809172e-05,2.6835007344660338e-05,2.6685548708131926e-05,2.698204199961734e-05,2.694408235154197e-05,2.686941945560801e-05,2.67779523868092e-05,2.715283500085738e-05,9.38482006358887e-06,2.69854039939562e-05
1474,2.8787545339083855e-05,2.884499318899468e-05,2.895529072761977e-05,2.9001737213422245e-05,2.9178906734296422e-05,2.876158593344463e-05,2.8950744993891914e-05,2.8821311658276298e-05,2.9108043609683298e-05,2.9084958357861356e-05,2.9195103592569047e-05,2.8610049914726743e-05,2.8984641946091058e-05,447.56089820434914,2.9042795260827274e-05
1475,1.545040795858129e-05,1.5396982722375426e-05,1.5510336312107563e-05,1.5546587949613857e-05,1.5645399377702882e-05,1.5418888981132252e-05,1.5525949542034988e-05,1.543040962837032e-05,1.555739971890057e-05,1.5557963630660767e-05,1.5616101786244243e-05,1.5333932684833124e-05,1.555253578632911e-05,917.0504640171404,1.555258160026328e-05
1476,2.796156792048547e-05,2.798195715467395e-05,2.815201064005124e-05,2.8189721297947498e-05,2.834298509566049e-05,2.7967184437223556e-05,2.81512856495129e-05,2.7956031889230305e-05,2.8270365850053643e-05,2.8240304087849276e-05,2.8533721452965358e-05,2.7730970330292746e-05,2.8118685785078553e-05,671.5944955074156,2.8247272231021446e-05
1477,2.6663507837625263e-05,2.6571142995641082e-05,2.6850507805800135e-05,2.683940004303038e-05,2.7070348233180566e-05,2.665920418276977e-05,2.688144601438917e-05,2.679481922613817e-05,2.717848502738557e-05,2.713932694431812e-05,2.701611237668642e-05,2.7193337269663422e-05,2.7561989773017373e-05,9.912889168542346e-06,2.7003077618812364e-05
1478,2.5321193394764206e-05,2.5124164439647407e-05,2.553465093556636e-05,2.554212900122006e-05,2.5719409265578467e-05,2.5333993353071677e-05,2.554439374999912e-05,2.5305571929822474e-05,2.567647164018569e-05,2.5631799684761843e-05,2.550168085591538e-05,2.545719141829727e-05,2.5783335606452913e-05,9.716083585722494e-06,2.5650046815220036e-05
1479,2.4450905674780676e-05,2.4334025075804647e-05,2.4634830507483645e-05,2.465987303992664e-05,2.483798639931114e-05,2.4456535910720854e-05,2.462246567020143e-05,2.441267880453499e-05,2.467116415551456e-05,2.464656622905886e-05,2.465205763580019e-05,2.429212427359229e-05,2.4652626726298632e-05,9.760569606568606e-06,2.4755122783314467e-05
1480,2.3518271038630617e-05,2.3479679033390534e-05,2.369976623761328e-05,2.3717481479646476e-05,2.389548724747849e-05,2.35211762067354e-05,2.364363150855429e-05,2.3475433715126552e-05,2.3715077481786834e-05,2.369530607504471e-05,2.3702336948349062e-05,2.3398901345274082e-05,2.3736559280630052e-05,9.787574642137834e-06,2.3814303479680147e-05
1481,2.2311288300944814e-05,2.1973563235116344e-05,2.245320455512737e-05,2.2450784576279104e-05,2.2662200360489722e-05,2.229621555650838e-05,2.2464467389696377e-05,2.2383586494461502e-05,2.2686257631414702e-05,2.2602953318701667e-05,2.2555919562680874e-05,2.248247056228107e-05,2.2800184490415402e-05,9.938887954729255e-06,2.2588197738819935e-05
1482,2.0710987580609813e-05,2.074803127963391e-05,2.0843537088833054e-05,2.0877314121065134e-05,2.101913793912533e-05,2.0694236430469138e-05,2.0833018568607706e-05,2.0680803371222044e-05,2.0922313754227322e-05,2.0915426594240874e-05,2.0998187514439975e-05,2.051233400691058e-05,2.0825102060784443e-05,630.8569283451515,2.0918272945073114e-05
1483,6.242872786747982e-05,6.235841436127343e-05,6.260637637001105e-05,6.2629649110802e-05,6.283548164080221e-05,6.241663839699893e-05,6.259331480694169e-05,6.24231148933382e-05,6.26941888026083e-05,6.26702152804814e-05,6.271952753051876e-05,6.226927835593613e-05,6.270821770024673e-05,857.6652752309565,6.272501475056762e-05
1484,2.3609227486381973e-05,2.3771870930926343e-05,2.3765602748976253e-05,2.3793813589171132e-05,2.3957016960185807e-05,2.3600766904760668e-05,2.375504106682028e-05,2.3651468692366176e-05,2.395233806432367e-05,2.391475909088592e-05,2.40731211986355e-05,2.350902391601768e-05,2.3861707241976904e-05,525.5051878261409,2.3851550570868572e-05
1485,1.6059951282509012e-06,1.5720761472996895e-06,1.6147281202684818e-06,1.6147543687799444e-06,1.627084304178417e-06,1.6049643031652533e-06,1.6198746718002688e-06,1.6138719403027662e-06,1.6394338673478437e-06,1.6361546605870512e-06,1.625722409632048e-06,1.6146602518080907e-06,1.6425091711546312e-06,0.006630705599428241,1.6222286912735797e-06
1486,2.1266284069874695e-05,2.1115369873276182e-05,2.1442309709201247e-05,2.1409212864354837e-05,2.161953018660604e-05,2.126987500316794e-05,2.1465681474063946e-05,2.126349222648082e-05,2.1634015175087684e-05,2.158909858280014e-05,2.146849809737513e-05,2.1401188326207836e-05,2.1681836328804358e-05,0.006588341319199748,2.1549937619168036e-05
1487,6.185030832158046e-05,6.172289017183393e-05,6.203478784142625e-05,6.205253074316233e-05,6.227365165401182e-05,6.18476983574953e-05,6.203054278919457e-05,6.184246262796585e-05,6.213188145567797e-05,6.210548610830834e-05,6.215190922245862e-05,6.170279647576152e-05,6.214892937497817e-05,0.0066064967685689506,6.216841199570055e-05
1488,1.3754896210228136e-05,1.3689827737606993e-05,1.3838906242724921e-05,1.3853375390179329e-05,1.3989125628368767e-05,1.3763981069058109e-05,1.3827713957621434e-05,1.370443914368996e-05,1.3834557334223799e-05,1.382404038724559e-05,1.3881489747705416e-05,1.3646643960176903e-05,1.3863618193533433e-05,0.0066117586081749094,1.394130917033632e-05
1489,1.2746631853802991e-05,1.2578804802890606e-05,1.2832955742013016e-05,1.2838462909944146e-05,1.2971888702562212e-05,1.2744315706923991e-05,1.2826919670252354e-05,1.2759629245097753e-05,1.2931955637043613e-05,1.2887919581817037e-05,1.2913301695624298e-05,1.277216102641364e-05,1.2964969764469287e-05,0.006639265562513323,1.2929081287474535e-05
1490,6.13029458324816e-05,6.116715534880437e-05,6.148955706883875e-05,6.150796572256406e-05,6.170948285688023e-05,6.12938323384418e-05,6.147640294473685e-05,6.131153288881127e-05,6.158925769767758e-05,6.156300834677903e-05,6.162569241277335e-05,6.11661267874221e-05,6.160022171284796e-05,597.4514930279291,6.1604940917001e-05
1491,6.112829284449249e-05,6.109328140454636e-05,6.130062304405767e-05,6.132911902365952e-05,6.153363294142346e-05,6.111427442815977e-05,6.129155484517484e-05,6.112285762171682e-05,6.140454100225415e-05,6.137943305697602e-05,6.141754197548939e-05,6.096871035268887e-05,6.140316073714176e-05,839.7836910084957,6.141995167661314e-05
1492,1.1715394211805994e-05,1.172439500645831e-05,1.1800637828090188e-05,1.1813713612199955e-05,1.1880192642213096e-05,1.1713749450453741e-05,1.1794103461441128e-05,1.1727574023945e-05,1.1860848505382563e-05,1.185204757984514e-05,1.1897725508533978e-05,1.169313957859415e-05,1.1851378966119526e-05,577.0302788859078,1.184412535564744e-05
1493,1.346788541554162e-05,1.3222273573195942e-05,1.3550953523285661e-05,1.3549584594360587e-05,1.3698268084923576e-05,1.3456564159409804e-05,1.356761387113621e-05,1.3505529401768893e-05,1.368099490120367e-05,1.367235769184692e-05,1.3632071896631065e-05,1.3547715192278463e-05,1.3774192649621118e-05,9.926766746278102e-06,1.3650491556704525e-05
1494,1.2079004229849515e-05,1.2008718218594835e-05,1.2189531037182868e-05,1.2177429930397509e-05,1.2310791106523112e-05,1.2086628537961594e-05,1.218722199869304e-05,1.2041192508121774e-05,1.2255526893444977e-05,1.2220731695754814e-05,1.2177962933491921e-05,1.2058846933763883e-05,1.2240054434346568e-05,9.794328775441067e-06,1.226478723702865e-05
1495,5.181566805863964e-05,5.1744602593196016e-05,5.203513268531188e-05,5.20515327305198e-05,5.2257504703444406e-05,5.183054933058697e-05,5.20155129837961e-05,5.174348072342968e-05,5.2094844643436085e-05,5.2059540660967464e-05,5.207741369203387e-05,5.161806389895112e-05,5.209024470145557e-05,9.809598174498236e-06,5.216217460285708e-05
1496,5.723337600676887e-05,5.714056297861424e-05,5.7416483194941667e-05,5.7457542440699586e-05,5.7673080649519196e-05,5.72307935716301e-05,5.742290030976999e-05,5.7210292797206514e-05,5.753080057833353e-05,5.750230973826198e-05,5.753401125404748e-05,5.70821833189071e-05,5.7544303352229346e-05,9.838896007373975e-06,5.7564423515654465e-05
1497,2.904935826692767e-06,2.8936383407520055e-06,2.9287794655990642e-06,2.932269380276556e-06,2.9590230657555903e-06,2.9065221493116283e-06,2.9262623600691336e-06,2.893129340791756e-06,2.9393820667463e-06,2.937003097859484e-06,2.932556594717823e-06,2.8945135997502284e-06,2.9420766903622274e-06,9.93624864307592e-06,2.948724919611201e-06
1498,5.103991280877629e-05,5.0746001095867454e-05,5.124337958012103e-05,5.125371200778549e-05,5.1465791805649364e-05,5.102866462728184e-05,5.12405999819996e-05,5.114477445714238e-05,5.1409505467946005e-05,5.138668415217926e-05,5.1471663428784527e-05,5.101372856242187e-05,5.147176827081384e-05,596.2535563217826,5.135225605228589e-05
1499,4.9185887088817304e-05,4.902585880584106e-05,4.938232143726701e-05,4.9433125747730993e-05,4.964717644529495e-05,4.918662891364929e-05,4.940197942510538e-05,4.921821308701541e-05,4.950951429334812e-05,4.9492230882853546e-05,4.952825940571672e-05,4.90805159594522e-05,4.9544234228472994e-05,809.4928958697429,4.9532027303414e-05
1500,5.282302626926955e-05,5.284166855677129e-05,5.3043658962171545e-05,5.305978713715506e-05,5.327514223850993e-05,5.282763562204583e-05,5.3028583104637594e-05,5.2856226718074405e-05,5.3205685647274955e-05,5.316556347182055e-05,5.320546183047572e-05,5.2674139717437006e-05,5.318454615772719e-05,555.9640252958808,5.316008459826933e-05
1501,1.4717763606641787e-05,1.462842093800343e-05,1.4819170344725242e-05,1.4819472276736126e-05,1.4958121892266637e-05,1.4710889756537726e-05,1.4831996069968618e-05,1.4762517493918863e-05,1.5009430241506076e-05,1.4985226883385887e-05,1.491953068971439e-05,1.4907691574708404e-05,1.5113987454910175e-05,9.833926528357079e-06,1.4910064473854926e-05
1502,1.8461170543937776e-05,1.8415716410566998e-05,1.861245151183491e-05,1.862686259976644e-05,1.876180985691534e-05,1.8464587257206813e-05,1.8618397504550133e-05,1.846095587008802e-05,1.870693113248065e-05,1.8683112001505642e-05,1.8608046923149037e-05,1.8513851807403398e-05,1.877806557248302e-05,9.594495993863663e-06,1.870396450479797e-05
1503,2.038025246101262e-05,2.0293346245736726e-05,2.0533008735247458e-05,2.0564766041686432e-05,2.0715360215066035e-05,2.038822122987842e-05,2.0522250900785605e-05,2.031445286218543e-05,2.0536025065129508e-05,2.0515735933941773e-05,2.060308886177107e-05,2.0190592010348297e-05,2.0512531811869786e-05,9.658862512954658e-06,2.064482637726569e-05
1504,2.099217689292812e-05,2.086492449945932e-05,2.1146428237607115e-05,2.1168366507598184e-05,2.1338843375561602e-05,2.0990567237710342e-05,2.1098526172887592e-05,2.0917400936024164e-05,2.114217267570386e-05,2.112505311240705e-05,2.1180968788728327e-05,2.0825368926899682e-05,2.1148718990193142e-05,9.682430196284318e-06,2.1259112121796745e-05
1505,2.059142299728027e-05,2.0362494537808825e-05,2.0708878569291404e-05,2.0711738529799194e-05,2.0925416417177653e-05,2.0568253991635745e-05,2.0721029055181587e-05,2.0629492338589536e-05,2.0917213992707726e-05,2.0840952385525567e-05,2.0819010533724837e-05,2.0676745960364998e-05,2.0995381005161202e-05,9.839060597260766e-06,2.0843404528645123e-05
1506,1.888776463623648e-05,1.877824796951475e-05,1.9004072495963313e-05,1.903346242013262e-05,1.917215531921019e-05,1.886773436417853e-05,1.8998171244329186e-05,1.888696080420808e-05,1.9127522061588297e-05,1.910210010752796e-05,1.9148806460356354e-05,1.87702690403235e-05,1.904787579645166e-05,727.0538047313311,1.9059135880680095e-05
1507,6.240466061892055e-05,6.228730524657485e-05,6.258890006201134e-05,6.261082954679164e-05,6.281061843211894e-05,6.239799143871593e-05,6.257223137932989e-05,6.24094433656178e-05,6.268294064961286e-05,6.26598805870973e-05,6.2712295712075e-05,6.225959948778208e-05,6.269444148898002e-05,892.275738988224,6.270679826434424e-05
1508,1.8103256109708855e-05,1.8155789281933524e-05,1.8212204133895864e-05,1.8238398899305633e-05,1.8363335594181913e-05,1.8088312969460013e-05,1.8205388569341836e-05,1.812707422362732e-05,1.83406373599331e-05,1.832247587077414e-05,1.8451506762893452e-05,1.8025143941415446e-05,1.826775090053021e-05,416.8755374969562,1.827672463558551e-05
1509,1.8398163036815452e-05,1.8258543215374945e-05,1.8519848992318013e-05,1.8524696827694336e-05,1.870521354420895e-05,1.839101934458219e-05,1.8551423284295925e-05,1.8453718045886128e-05,1.8737043016661617e-05,1.8709041518568843e-05,1.861631863108488e-05,1.862444259645693e-05,1.891574430534981e-05,9.65147767581337e-06,1.8647856395094142e-05
1510,1.698515935821883e-05,1.694739553129573e-05,1.71029869250217e-05,1.7117587591965524e-05,1.7277655589028696e-05,1.6993705690145325e-05,1.713465148691643e-05,1.694616881802132e-05,1.7199002058180523e-05,1.7171676036185815e-05,1.7124748290281552e-05,1.702035855392838e-05,1.7270070225687586e-05,9.544512824652608e-06,1.7225096679144764e-05
1511,5.882352445893396e-05,5.8628016595955894e-05,5.90302523434811e-05,5.909625636853005e-05,5.9379835399696965e-05,5.883109575706336e-05,5.907593063084636e-05,5.87870046887637e-05,5.916246655412953e-05,5.9130858307354604e-05,5.912184726165276e-05,5.844491616419569e-05,5.916904769982983e-05,9.548261862397484e-06,5.9245696995310486e-05
1512,1.5879852208091803e-05,1.5947974667884536e-05,1.597449859042427e-05,1.6020265734234285e-05,1.614639495332929e-05,1.5885623404929713e-05,1.596368349745731e-05,1.5833470638281638e-05,1.599353822609509e-05,1.5990930578408488e-05,1.5998366543085555e-05,1.5779799190660277e-05,1.600957445533219e-05,9.52085334837114e-06,1.6095584146668273e-05
1513,1.610761134879422e-05,1.604016609621767e-05,1.6210835842869475e-05,1.621903641032498e-05,1.6376356294343523e-05,1.6105526201420997e-05,1.621338635439529e-05,1.6104240733488198e-05,1.634652863452779e-05,1.632946384146932e-05,1.6257882304957346e-05,1.6169959410253968e-05,1.639755421370463e-05,9.744400812933736e-06,1.631957124119534e-05
1514,1.4441795436708096e-05,1.4367028761706661e-05,1.4546743813161912e-05,1.454079284148995e-05,1.4678317446907015e-05,1.4430803497116819e-05,1.4531029919380835e-05,1.449675441195202e-05,1.4659764730747356e-05,1.4631888887518212e-05,1.4702019923775799e-05,1.4422541070875072e-05,1.4632855557525567e-05,821.5393919542017,1.4589233747398321e-05
1515,6.162509274137413e-05,6.147630109116917e-05,6.180767456542323e-05,6.182732109854081e-05,6.203307345947024e-05,6.161437909233471e-05,6.179183182477668e-05,6.163055857518975e-05,6.190952015849564e-05,6.1881706034727e-05,6.193308583364858e-05,6.147037404668706e-05,6.191476119381183e-05,977.370173434849,6.192350504437345e-05
1516,6.128744117295303e-05,6.116274314759238e-05,6.147661135845765e-05,6.149449667920643e-05,6.169550924492131e-05,6.127797875993271e-05,6.146354227411842e-05,6.131244538165438e-05,6.160588877345333e-05,6.157942067086399e-05,6.164175774736952e-05,6.116269797358601e-05,6.16062883859141e-05,224.101124465316,6.1591503218659e-05
1517,1.5252902223006893e-05,1.5086667089902629e-05,1.535502970565209e-05,1.5363314961247694e-05,1.5495652009701627e-05,1.5252357667376116e-05,1.5381799966456962e-05,1.526982804240523e-05,1.5496568976293633e-05,1.54766555051071e-05,1.5413929921480548e-05,1.5399310775015232e-05,1.5611416316009424e-05,9.296632994989807e-06,1.5436660637615213e-05
1518,1.8818041343157855e-05,1.879460394473571e-05,1.8933245113165387e-05,1.8949174487935823e-05,1.9123792613457093e-05,1.882271365602689e-05,1.897971627979273e-05,1.880058341424964e-05,1.907363472011855e-05,1.9045739457559015e-05,1.8994920442736347e-05,1.8812206310761805e-05,1.9081965222198957e-05,9.1590148028506e-06,1.905611570714918e-05
